O [99, 98]
E [96, 6]
E [96, 5]
E [96, 4]
E [96, 3]
E [96, 2]
B [97, 2]
D [97, 3]
D [97, 4]
D [97, 5]
D [97, 6]
D [97, 7]
D [97, 8]
D [97, 9]
D [97, 10]
D [97, 11]
D [97, 12]
D [97, 13]
D [97, 14]
D [97, 15]
D [97, 16]
D [97, 17]
D [97, 18]
D [97, 19]
D [97, 20]
D [97, 21]
D [97, 22]
D [97, 23]
D [97, 24]
D [97, 25]
D [97, 26]
D [97, 27]
D [97, 28]
D [97, 29]
D [97, 30]
D [97, 31]
D [97, 32]
D [97, 33]
D [97, 34]
D [97, 35]
D [97, 36]
D [97, 37]
D [97, 38]
D [97, 39]
D [97, 40]
D [97, 41]
D [97, 42]
D [97, 43]
D [97, 44]
D [97, 45]
D [97, 46]
D [97, 47]
D [97, 48]
D [97, 49]
D [97, 50]
D [97, 51]
D [97, 52]
D [97, 53]
D [97, 54]
D [97, 55]
D [97, 56]
D [97, 57]
D [97, 58]
D [97, 59]
D [97, 60]
D [97, 61]
D [97, 62]
D [97, 63]
D [97, 64]
D [97, 65]
D [97, 66]
D [97, 67]
D [97, 68]
D [97, 69]
D [97, 70]
D [97, 71]
D [97, 72]
D [97, 73]
D [97, 74]
D [97, 75]
D [97, 76]
D [97, 77]
D [97, 78]
D [97, 79]
D [97, 80]
D [97, 81]
D [97, 82]
D [97, 83]
D [97, 84]
D [97, 85]
D [97, 86]
D [97, 87]
D [97, 88]
D [97, 89]
D [97, 90]
D [97, 91]
D [97, 92]
D [97, 93]
D [97, 94]
D [97, 95]
D [97, 96]
D [97, 97]
B [98, 97]
E [98, 96]
E [98, 95]
E [98, 94]
E [98, 93]
E [98, 92]
E [98, 91]
E [98, 90]
E [98, 89]
E [98, 88]
E [98, 87]
E [98, 86]
E [98, 85]
E [98, 84]
E [98, 83]
E [98, 82]
E [98, 81]
E [98, 80]
E [98, 79]
E [98, 78]
E [98, 77]
E [98, 76]
E [98, 75]
E [98, 74]
E [98, 73]
E [98, 72]
E [98, 71]
E [98, 70]
E [98, 69]
E [98, 68]
E [98, 67]
E [98, 66]
E [98, 65]
E [98, 64]
E [98, 63]
E [98, 62]
E [98, 61]
E [98, 60]
E [98, 59]
E [98, 58]
E [98, 57]
E [98, 56]
E [98, 55]
E [98, 54]
E [98, 53]
E [98, 52]
E [98, 51]
E [98, 50]
E [98, 49]
E [98, 48]
E [98, 47]
E [98, 46]
E [98, 45]
E [98, 44]
E [98, 43]
E [98, 42]
E [98, 41]
E [98, 40]
E [98, 39]
E [98, 38]
E [98, 37]
E [98, 36]
E [98, 35]
E [98, 34]
E [98, 33]
E [98, 32]
E [98, 31]
E [98, 30]
E [98, 29]
E [98, 28]
E [98, 27]
E [98, 26]
E [98, 25]
E [98, 24]
E [98, 23]
E [98, 22]
E [98, 21]
E [98, 20]
E [98, 19]
E [98, 18]
E [98, 17]
E [98, 16]
E [98, 15]
E [98, 14]
E [98, 13]
E [98, 12]
E [98, 11]
E [98, 10]
E [98, 9]
E [98, 8]
E [98, 7]
E [98, 6]
E [98, 5]
E [98, 4]
E [98, 3]
E [98, 2]
B [99, 2]
D [99, 3]
D [99, 4]
D [99, 5]
D [99, 6]
D [99, 7]
D [99, 8]
D [99, 9]
D [99, 10]
D [99, 11]
D [99, 12]
D [99, 13]
D [99, 14]
D [99, 15]
D [99, 16]
D [99, 17]
D [99, 18]
D [99, 19]
D [99, 20]
D [99, 21]
D [99, 22]
D [99, 23]
D [99, 24]
D [99, 25]
D [99, 26]
D [99, 27]
D [99, 28]
D [99, 29]
D [99, 30]
D [99, 31]
D [99, 32]
D [99, 33]
D [99, 34]
D [99, 35]
D [99, 36]
D [99, 37]
D [99, 38]
D [99, 39]
D [99, 40]
D [99, 41]
D [99, 42]
D [99, 43]
D [99, 44]
D [99, 45]
D [99, 46]
D [99, 47]
D [99, 48]
D [99, 49]
D [99, 50]
D [99, 51]
D [99, 52]
D [99, 53]
D [99, 54]
D [99, 55]
D [99, 56]
D [99, 57]
D [99, 58]
D [99, 59]
D [99, 60]
D [99, 61]
D [99, 62]
D [99, 63]
D [99, 64]
D [99, 65]
D [99, 66]
D [99, 67]
D [99, 68]
D [99, 69]
D [99, 70]
D [99, 71]
D [99, 72]
D [99, 73]
D [99, 74]
D [99, 75]
D [99, 76]
D [99, 77]
D [99, 78]
D [99, 79]
D [99, 80]
D [99, 81]
D [99, 82]
D [99, 83]
D [99, 84]
D [99, 85]
D [99, 86]
D [99, 87]
D [99, 88]
D [99, 89]
D [99, 90]
D [99, 91]
D [99, 92]
D [99, 93]
D [99, 94]
D [99, 95]
D [99, 96]
D [99, 97]
E [99, 96]
E [99, 95]
E [99, 94]
E [99, 93]
E [99, 92]
E [99, 91]
E [99, 90]
E [99, 89]
E [99, 88]
E [99, 87]
E [99, 86]
E [99, 85]
E [99, 84]
E [99, 83]
E [99, 82]
E [99, 81]
E [99, 80]
E [99, 79]
E [99, 78]
E [99, 77]
E [99, 76]
E [99, 75]
E [99, 74]
E [99, 73]
E [99, 72]
E [99, 71]
E [99, 70]
E [99, 69]
E [99, 68]
E [99, 67]
E [99, 66]
E [99, 65]
E [99, 64]
E [99, 63]
E [99, 62]
E [99, 61]
E [99, 60]
E [99, 59]
E [99, 58]
E [99, 57]
E [99, 56]
E [99, 55]
E [99, 54]
E [99, 53]
E [99, 52]
E [99, 51]
E [99, 50]
E [99, 49]
E [99, 48]
E [99, 47]
E [99, 46]
E [99, 45]
E [99, 44]
E [99, 43]
E [99, 42]
E [99, 41]
E [99, 40]
E [99, 39]
E [99, 38]
E [99, 37]
E [99, 36]
E [99, 35]
E [99, 34]
E [99, 33]
E [99, 32]
E [99, 31]
E [99, 30]
E [99, 29]
E [99, 28]
E [99, 27]
E [99, 26]
E [99, 25]
E [99, 24]
E [99, 23]
E [99, 22]
E [99, 21]
E [99, 20]
E [99, 19]
E [99, 18]
E [99, 17]
E [99, 16]
E [99, 15]
E [99, 14]
E [99, 13]
E [99, 12]
E [99, 11]
E [99, 10]
E [99, 9]
E [99, 8]
E [99, 7]
E [99, 6]
E [99, 5]
E [99, 4]
E [99, 3]
E [99, 2]
C [98, 2]
D [98, 3]
D [98, 4]
D [98, 5]
D [98, 6]
D [98, 7]
D [98, 8]
D [98, 9]
D [98, 10]
D [98, 11]
D [98, 12]
D [98, 13]
D [98, 14]
D [98, 15]
D [98, 16]
D [98, 17]
D [98, 18]
D [98, 19]
D [98, 20]
D [98, 21]
D [98, 22]
D [98, 23]
D [98, 24]
D [98, 25]
D [98, 26]
D [98, 27]
D [98, 28]
D [98, 29]
D [98, 30]
D [98, 31]
D [98, 32]
D [98, 33]
D [98, 34]
D [98, 35]
D [98, 36]
D [98, 37]
D [98, 38]
D [98, 39]
D [98, 40]
D [98, 41]
D [98, 42]
D [98, 43]
D [98, 44]
D [98, 45]
D [98, 46]
D [98, 47]
D [98, 48]
D [98, 49]
D [98, 50]
D [98, 51]
D [98, 52]
D [98, 53]
D [98, 54]
D [98, 55]
D [98, 56]
D [98, 57]
D [98, 58]
D [98, 59]
D [98, 60]
D [98, 61]
D [98, 62]
D [98, 63]
D [98, 64]
D [98, 65]
D [98, 66]
D [98, 67]
D [98, 68]
D [98, 69]
D [98, 70]
D [98, 71]
D [98, 72]
D [98, 73]
D [98, 74]
D [98, 75]
D [98, 76]
D [98, 77]
D [98, 78]
D [98, 79]
D [98, 80]
D [98, 81]
D [98, 82]
D [98, 83]
D [98, 84]
D [98, 85]
D [98, 86]
D [98, 87]
D [98, 88]
D [98, 89]
D [98, 90]
D [98, 91]
D [98, 92]
D [98, 93]
D [98, 94]
D [98, 95]
D [98, 96]
D [98, 97]
C [97, 97]
E [97, 96]
E [97, 95]
E [97, 94]
E [97, 93]
E [97, 92]
E [97, 91]
E [97, 90]
E [97, 89]
E [97, 88]
E [97, 87]
E [97, 86]
E [97, 85]
E [97, 84]
E [97, 83]
E [97, 82]
E [97, 81]
E [97, 80]
E [97, 79]
E [97, 78]
E [97, 77]
E [97, 76]
E [97, 75]
E [97, 74]
E [97, 73]
E [97, 72]
E [97, 71]
E [97, 70]
E [97, 69]
E [97, 68]
E [97, 67]
E [97, 66]
E [97, 65]
E [97, 64]
E [97, 63]
E [97, 62]
E [97, 61]
E [97, 60]
E [97, 59]
E [97, 58]
E [97, 57]
E [97, 56]
E [97, 55]
E [97, 54]
E [97, 53]
E [97, 52]
E [97, 51]
E [97, 50]
E [97, 49]
E [97, 48]
E [97, 47]
E [97, 46]
E [97, 45]
E [97, 44]
E [97, 43]
E [97, 42]
E [97, 41]
E [97, 40]
E [97, 39]
E [97, 38]
E [97, 37]
E [97, 36]
E [97, 35]
E [97, 34]
E [97, 33]
E [97, 32]
E [97, 31]
E [97, 30]
E [97, 29]
E [97, 28]
E [97, 27]
E [97, 26]
E [97, 25]
E [97, 24]
E [97, 23]
E [97, 22]
E [97, 21]
E [97, 20]
E [97, 19]
E [97, 18]
E [97, 17]
E [97, 16]
E [97, 15]
E [97, 14]
E [97, 13]
E [97, 12]
E [97, 11]
E [97, 10]
E [97, 9]
E [97, 8]
E [97, 7]
E [97, 6]
E [97, 5]
E [97, 4]
E [97, 3]
E [97, 2]
C [96, 2]
D [96, 3]
D [96, 4]
D [96, 5]
D [96, 6]
D [96, 7]
D [96, 8]
D [96, 9]
D [96, 10]
D [96, 11]
D [96, 12]
D [96, 13]
D [96, 14]
D [96, 15]
D [96, 16]
D [96, 17]
D [96, 18]
D [96, 19]
D [96, 20]
D [96, 21]
D [96, 22]
D [96, 23]
D [96, 24]
D [96, 25]
D [96, 26]
D [96, 27]
D [96, 28]
D [96, 29]
D [96, 30]
D [96, 31]
D [96, 32]
D [96, 33]
D [96, 34]
D [96, 35]
D [96, 36]
D [96, 37]
D [96, 38]
D [96, 39]
D [96, 40]
D [96, 41]
D [96, 42]
D [96, 43]
D [96, 44]
D [96, 45]
D [96, 46]
D [96, 47]
D [96, 48]
D [96, 49]
D [96, 50]
D [96, 51]
D [96, 52]
D [96, 53]
D [96, 54]
D [96, 55]
D [96, 56]
D [96, 57]
D [96, 58]
D [96, 59]
D [96, 60]
D [96, 61]
D [96, 62]
D [96, 63]
D [96, 64]
D [96, 65]
D [96, 66]
D [96, 67]
D [96, 68]
D [96, 69]
D [96, 70]
D [96, 71]
D [96, 72]
D [96, 73]
D [96, 74]
D [96, 75]
D [96, 76]
D [96, 77]
D [96, 78]
D [96, 79]
D [96, 80]
D [96, 81]
D [96, 82]
D [96, 83]
D [96, 84]
D [96, 85]
D [96, 86]
D [96, 87]
D [96, 88]
D [96, 89]
D [96, 90]
D [96, 91]
D [96, 92]
D [96, 93]
D [96, 94]
D [96, 95]
D [96, 96]
D [96, 97]
C [95, 97]
E [95, 96]
E [95, 95]
E [95, 94]
E [95, 93]
E [95, 92]
E [95, 91]
E [95, 90]
E [95, 89]
E [95, 88]
E [95, 87]
E [95, 86]
E [95, 85]
E [95, 84]
E [95, 83]
E [95, 82]
E [95, 81]
E [95, 80]
E [95, 79]
E [95, 78]
E [95, 77]
E [95, 76]
E [95, 75]
E [95, 74]
E [95, 73]
E [95, 72]
E [95, 71]
E [95, 70]
E [95, 69]
E [95, 68]
E [95, 67]
E [95, 66]
E [95, 65]
E [95, 64]
E [95, 63]
E [95, 62]
E [95, 61]
E [95, 60]
E [95, 59]
E [95, 58]
E [95, 57]
E [95, 56]
E [95, 55]
E [95, 54]
E [95, 53]
E [95, 52]
E [95, 51]
E [95, 50]
E [95, 49]
E [95, 48]
E [95, 47]
E [95, 46]
E [95, 45]
E [95, 44]
E [95, 43]
E [95, 42]
E [95, 41]
E [95, 40]
E [95, 39]
E [95, 38]
E [95, 37]
E [95, 36]
E [95, 35]
E [95, 34]
E [95, 33]
E [95, 32]
E [95, 31]
E [95, 30]
E [95, 29]
E [95, 28]
E [95, 27]
E [95, 26]
E [95, 25]
E [95, 24]
E [95, 23]
E [95, 22]
E [95, 21]
E [95, 20]
E [95, 19]
E [95, 18]
E [95, 17]
E [95, 16]
E [95, 15]
E [95, 14]
E [95, 13]
E [95, 12]
E [95, 11]
E [95, 10]
E [95, 9]
E [95, 8]
E [95, 7]
E [95, 6]
E [95, 5]
E [95, 4]
E [95, 3]
E [95, 2]
C [94, 2]
D [94, 3]
D [94, 4]
D [94, 5]
D [94, 6]
D [94, 7]
D [94, 8]
D [94, 9]
D [94, 10]
D [94, 11]
D [94, 12]
D [94, 13]
D [94, 14]
D [94, 15]
D [94, 16]
D [94, 17]
D [94, 18]
D [94, 19]
D [94, 20]
D [94, 21]
D [94, 22]
D [94, 23]
D [94, 24]
D [94, 25]
D [94, 26]
D [94, 27]
D [94, 28]
D [94, 29]
D [94, 30]
D [94, 31]
D [94, 32]
D [94, 33]
D [94, 34]
D [94, 35]
D [94, 36]
D [94, 37]
D [94, 38]
D [94, 39]
D [94, 40]
D [94, 41]
D [94, 42]
D [94, 43]
D [94, 44]
D [94, 45]
D [94, 46]
D [94, 47]
D [94, 48]
D [94, 49]
D [94, 50]
D [94, 51]
D [94, 52]
D [94, 53]
D [94, 54]
D [94, 55]
D [94, 56]
D [94, 57]
D [94, 58]
D [94, 59]
D [94, 60]
D [94, 61]
D [94, 62]
D [94, 63]
D [94, 64]
D [94, 65]
D [94, 66]
D [94, 67]
D [94, 68]
D [94, 69]
D [94, 70]
D [94, 71]
D [94, 72]
D [94, 73]
D [94, 74]
D [94, 75]
D [94, 76]
D [94, 77]
D [94, 78]
D [94, 79]
D [94, 80]
D [94, 81]
D [94, 82]
D [94, 83]
D [94, 84]
D [94, 85]
D [94, 86]
D [94, 87]
D [94, 88]
D [94, 89]
D [94, 90]
D [94, 91]
D [94, 92]
D [94, 93]
D [94, 94]
D [94, 95]
D [94, 96]
D [94, 97]
C [93, 97]
E [93, 96]
E [93, 95]
E [93, 94]
E [93, 93]
E [93, 92]
E [93, 91]
E [93, 90]
E [93, 89]
E [93, 88]
E [93, 87]
E [93, 86]
E [93, 85]
E [93, 84]
E [93, 83]
E [93, 82]
E [93, 81]
E [93, 80]
E [93, 79]
E [93, 78]
E [93, 77]
E [93, 76]
E [93, 75]
E [93, 74]
E [93, 73]
E [93, 72]
E [93, 71]
E [93, 70]
E [93, 69]
E [93, 68]
E [93, 67]
E [93, 66]
E [93, 65]
E [93, 64]
E [93, 63]
E [93, 62]
E [93, 61]
E [93, 60]
E [93, 59]
E [93, 58]
E [93, 57]
E [93, 56]
E [93, 55]
E [93, 54]
E [93, 53]
E [93, 52]
E [93, 51]
E [93, 50]
E [93, 49]
E [93, 48]
E [93, 47]
E [93, 46]
E [93, 45]
E [93, 44]
E [93, 43]
E [93, 42]
E [93, 41]
E [93, 40]
E [93, 39]
E [93, 38]
E [93, 37]
E [93, 36]
E [93, 35]
E [93, 34]
E [93, 33]
E [93, 32]
E [93, 31]
E [93, 30]
E [93, 29]
E [93, 28]
E [93, 27]
E [93, 26]
E [93, 25]
E [93, 24]
E [93, 23]
E [93, 22]
E [93, 21]
E [93, 20]
E [93, 19]
E [93, 18]
E [93, 17]
E [93, 16]
E [93, 15]
E [93, 14]
E [93, 13]
E [93, 12]
E [93, 11]
E [93, 10]
E [93, 9]
E [93, 8]
E [93, 7]
E [93, 6]
E [93, 5]
E [93, 4]
E [93, 3]
E [93, 2]
C [92, 2]
D [92, 3]
D [92, 4]
D [92, 5]
D [92, 6]
D [92, 7]
D [92, 8]
D [92, 9]
D [92, 10]
D [92, 11]
D [92, 12]
D [92, 13]
D [92, 14]
D [92, 15]
D [92, 16]
D [92, 17]
D [92, 18]
D [92, 19]
D [92, 20]
D [92, 21]
D [92, 22]
D [92, 23]
D [92, 24]
D [92, 25]
D [92, 26]
D [92, 27]
D [92, 28]
D [92, 29]
D [92, 30]
D [92, 31]
D [92, 32]
D [92, 33]
D [92, 34]
D [92, 35]
D [92, 36]
D [92, 37]
D [92, 38]
D [92, 39]
D [92, 40]
D [92, 41]
D [92, 42]
D [92, 43]
D [92, 44]
D [92, 45]
D [92, 46]
D [92, 47]
D [92, 48]
D [92, 49]
D [92, 50]
D [92, 51]
D [92, 52]
D [92, 53]
D [92, 54]
D [92, 55]
D [92, 56]
D [92, 57]
D [92, 58]
D [92, 59]
D [92, 60]
D [92, 61]
D [92, 62]
D [92, 63]
D [92, 64]
D [92, 65]
D [92, 66]
D [92, 67]
D [92, 68]
D [92, 69]
D [92, 70]
D [92, 71]
D [92, 72]
D [92, 73]
D [92, 74]
D [92, 75]
D [92, 76]
D [92, 77]
D [92, 78]
D [92, 79]
D [92, 80]
D [92, 81]
D [92, 82]
D [92, 83]
D [92, 84]
D [92, 85]
D [92, 86]
D [92, 87]
D [92, 88]
D [92, 89]
D [92, 90]
D [92, 91]
D [92, 92]
D [92, 93]
D [92, 94]
D [92, 95]
D [92, 96]
D [92, 97]
C [91, 97]
E [91, 96]
E [91, 95]
E [91, 94]
E [91, 93]
E [91, 92]
E [91, 91]
E [91, 90]
E [91, 89]
E [91, 88]
E [91, 87]
E [91, 86]
E [91, 85]
E [91, 84]
E [91, 83]
E [91, 82]
E [91, 81]
E [91, 80]
E [91, 79]
E [91, 78]
E [91, 77]
E [91, 76]
E [91, 75]
E [91, 74]
E [91, 73]
E [91, 72]
E [91, 71]
E [91, 70]
E [91, 69]
E [91, 68]
E [91, 67]
E [91, 66]
E [91, 65]
E [91, 64]
E [91, 63]
E [91, 62]
E [91, 61]
E [91, 60]
E [91, 59]
E [91, 58]
E [91, 57]
E [91, 56]
E [91, 55]
E [91, 54]
E [91, 53]
E [91, 52]
E [91, 51]
E [91, 50]
E [91, 49]
E [91, 48]
E [91, 47]
E [91, 46]
E [91, 45]
E [91, 44]
E [91, 43]
E [91, 42]
E [91, 41]
E [91, 40]
E [91, 39]
E [91, 38]
E [91, 37]
E [91, 36]
E [91, 35]
E [91, 34]
E [91, 33]
E [91, 32]
E [91, 31]
E [91, 30]
E [91, 29]
E [91, 28]
E [91, 27]
E [91, 26]
E [91, 25]
E [91, 24]
E [91, 23]
E [91, 22]
E [91, 21]
E [91, 20]
E [91, 19]
E [91, 18]
E [91, 17]
E [91, 16]
E [91, 15]
E [91, 14]
E [91, 13]
E [91, 12]
E [91, 11]
E [91, 10]
E [91, 9]
E [91, 8]
E [91, 7]
E [91, 6]
E [91, 5]
E [91, 4]
E [91, 3]
E [91, 2]
C [90, 2]
D [90, 3]
D [90, 4]
D [90, 5]
D [90, 6]
D [90, 7]
D [90, 8]
D [90, 9]
D [90, 10]
D [90, 11]
D [90, 12]
D [90, 13]
D [90, 14]
D [90, 15]
D [90, 16]
D [90, 17]
D [90, 18]
D [90, 19]
D [90, 20]
D [90, 21]
D [90, 22]
D [90, 23]
D [90, 24]
D [90, 25]
D [90, 26]
D [90, 27]
D [90, 28]
D [90, 29]
D [90, 30]
D [90, 31]
D [90, 32]
D [90, 33]
D [90, 34]
D [90, 35]
D [90, 36]
D [90, 37]
D [90, 38]
D [90, 39]
D [90, 40]
D [90, 41]
D [90, 42]
D [90, 43]
D [90, 44]
D [90, 45]
D [90, 46]
D [90, 47]
D [90, 48]
D [90, 49]
D [90, 50]
D [90, 51]
D [90, 52]
D [90, 53]
D [90, 54]
D [90, 55]
D [90, 56]
D [90, 57]
D [90, 58]
D [90, 59]
D [90, 60]
D [90, 61]
D [90, 62]
D [90, 63]
D [90, 64]
D [90, 65]
D [90, 66]
D [90, 67]
D [90, 68]
D [90, 69]
D [90, 70]
D [90, 71]
D [90, 72]
D [90, 73]
D [90, 74]
D [90, 75]
D [90, 76]
D [90, 77]
D [90, 78]
D [90, 79]
D [90, 80]
D [90, 81]
D [90, 82]
D [90, 83]
D [90, 84]
D [90, 85]
D [90, 86]
D [90, 87]
D [90, 88]
D [90, 89]
D [90, 90]
D [90, 91]
D [90, 92]
D [90, 93]
D [90, 94]
D [90, 95]
D [90, 96]
D [90, 97]
C [89, 97]
E [89, 96]
E [89, 95]
E [89, 94]
E [89, 93]
E [89, 92]
E [89, 91]
E [89, 90]
E [89, 89]
E [89, 88]
E [89, 87]
E [89, 86]
E [89, 85]
E [89, 84]
E [89, 83]
E [89, 82]
E [89, 81]
E [89, 80]
E [89, 79]
E [89, 78]
E [89, 77]
E [89, 76]
E [89, 75]
E [89, 74]
E [89, 73]
E [89, 72]
E [89, 71]
E [89, 70]
E [89, 69]
E [89, 68]
E [89, 67]
E [89, 66]
E [89, 65]
E [89, 64]
E [89, 63]
E [89, 62]
E [89, 61]
E [89, 60]
E [89, 59]
E [89, 58]
E [89, 57]
E [89, 56]
E [89, 55]
E [89, 54]
E [89, 53]
E [89, 52]
E [89, 51]
E [89, 50]
E [89, 49]
E [89, 48]
E [89, 47]
E [89, 46]
E [89, 45]
E [89, 44]
E [89, 43]
E [89, 42]
E [89, 41]
E [89, 40]
E [89, 39]
E [89, 38]
E [89, 37]
E [89, 36]
E [89, 35]
E [89, 34]
E [89, 33]
E [89, 32]
E [89, 31]
E [89, 30]
E [89, 29]
E [89, 28]
E [89, 27]
E [89, 26]
E [89, 25]
E [89, 24]
E [89, 23]
E [89, 22]
E [89, 21]
E [89, 20]
E [89, 19]
E [89, 18]
E [89, 17]
E [89, 16]
E [89, 15]
E [89, 14]
E [89, 13]
E [89, 12]
E [89, 11]
E [89, 10]
E [89, 9]
E [89, 8]
E [89, 7]
E [89, 6]
E [89, 5]
E [89, 4]
E [89, 3]
E [89, 2]
C [88, 2]
D [88, 3]
D [88, 4]
D [88, 5]
D [88, 6]
D [88, 7]
D [88, 8]
D [88, 9]
D [88, 10]
D [88, 11]
D [88, 12]
D [88, 13]
D [88, 14]
D [88, 15]
D [88, 16]
D [88, 17]
D [88, 18]
D [88, 19]
D [88, 20]
D [88, 21]
D [88, 22]
D [88, 23]
D [88, 24]
D [88, 25]
D [88, 26]
D [88, 27]
D [88, 28]
D [88, 29]
D [88, 30]
D [88, 31]
D [88, 32]
D [88, 33]
D [88, 34]
D [88, 35]
D [88, 36]
D [88, 37]
D [88, 38]
D [88, 39]
D [88, 40]
D [88, 41]
D [88, 42]
D [88, 43]
D [88, 44]
D [88, 45]
D [88, 46]
D [88, 47]
D [88, 48]
D [88, 49]
D [88, 50]
D [88, 51]
D [88, 52]
D [88, 53]
D [88, 54]
D [88, 55]
D [88, 56]
D [88, 57]
D [88, 58]
D [88, 59]
D [88, 60]
D [88, 61]
D [88, 62]
D [88, 63]
D [88, 64]
D [88, 65]
D [88, 66]
D [88, 67]
D [88, 68]
D [88, 69]
D [88, 70]
D [88, 71]
D [88, 72]
D [88, 73]
D [88, 74]
D [88, 75]
D [88, 76]
D [88, 77]
D [88, 78]
D [88, 79]
D [88, 80]
D [88, 81]
D [88, 82]
D [88, 83]
D [88, 84]
D [88, 85]
D [88, 86]
D [88, 87]
D [88, 88]
D [88, 89]
D [88, 90]
D [88, 91]
D [88, 92]
D [88, 93]
D [88, 94]
D [88, 95]
D [88, 96]
D [88, 97]
C [87, 97]
E [87, 96]
E [87, 95]
E [87, 94]
E [87, 93]
E [87, 92]
E [87, 91]
E [87, 90]
E [87, 89]
E [87, 88]
E [87, 87]
E [87, 86]
E [87, 85]
E [87, 84]
E [87, 83]
E [87, 82]
E [87, 81]
E [87, 80]
E [87, 79]
E [87, 78]
E [87, 77]
E [87, 76]
E [87, 75]
E [87, 74]
E [87, 73]
E [87, 72]
E [87, 71]
E [87, 70]
E [87, 69]
E [87, 68]
E [87, 67]
E [87, 66]
E [87, 65]
E [87, 64]
E [87, 63]
E [87, 62]
E [87, 61]
E [87, 60]
E [87, 59]
E [87, 58]
E [87, 57]
E [87, 56]
E [87, 55]
E [87, 54]
E [87, 53]
E [87, 52]
E [87, 51]
E [87, 50]
E [87, 49]
E [87, 48]
E [87, 47]
E [87, 46]
E [87, 45]
E [87, 44]
E [87, 43]
E [87, 42]
E [87, 41]
E [87, 40]
E [87, 39]
E [87, 38]
E [87, 37]
E [87, 36]
E [87, 35]
E [87, 34]
E [87, 33]
E [87, 32]
E [87, 31]
E [87, 30]
E [87, 29]
E [87, 28]
E [87, 27]
E [87, 26]
E [87, 25]
E [87, 24]
E [87, 23]
E [87, 22]
E [87, 21]
E [87, 20]
E [87, 19]
E [87, 18]
E [87, 17]
E [87, 16]
E [87, 15]
E [87, 14]
E [87, 13]
E [87, 12]
E [87, 11]
E [87, 10]
E [87, 9]
E [87, 8]
E [87, 7]
E [87, 6]
E [87, 5]
E [87, 4]
E [87, 3]
E [87, 2]
C [86, 2]
D [86, 3]
D [86, 4]
D [86, 5]
D [86, 6]
D [86, 7]
D [86, 8]
D [86, 9]
D [86, 10]
D [86, 11]
D [86, 12]
D [86, 13]
D [86, 14]
D [86, 15]
D [86, 16]
D [86, 17]
D [86, 18]
D [86, 19]
D [86, 20]
D [86, 21]
D [86, 22]
D [86, 23]
D [86, 24]
D [86, 25]
D [86, 26]
D [86, 27]
D [86, 28]
D [86, 29]
D [86, 30]
D [86, 31]
D [86, 32]
D [86, 33]
D [86, 34]
D [86, 35]
D [86, 36]
D [86, 37]
D [86, 38]
D [86, 39]
D [86, 40]
D [86, 41]
D [86, 42]
D [86, 43]
D [86, 44]
D [86, 45]
D [86, 46]
D [86, 47]
D [86, 48]
D [86, 49]
D [86, 50]
D [86, 51]
D [86, 52]
D [86, 53]
D [86, 54]
D [86, 55]
D [86, 56]
D [86, 57]
D [86, 58]
D [86, 59]
D [86, 60]
D [86, 61]
D [86, 62]
D [86, 63]
D [86, 64]
D [86, 65]
D [86, 66]
D [86, 67]
D [86, 68]
D [86, 69]
D [86, 70]
D [86, 71]
D [86, 72]
D [86, 73]
D [86, 74]
D [86, 75]
D [86, 76]
D [86, 77]
D [86, 78]
D [86, 79]
D [86, 80]
D [86, 81]
D [86, 82]
D [86, 83]
D [86, 84]
D [86, 85]
D [86, 86]
D [86, 87]
D [86, 88]
D [86, 89]
D [86, 90]
D [86, 91]
D [86, 92]
D [86, 93]
D [86, 94]
D [86, 95]
D [86, 96]
D [86, 97]
C [85, 97]
E [85, 96]
E [85, 95]
E [85, 94]
E [85, 93]
E [85, 92]
E [85, 91]
E [85, 90]
E [85, 89]
E [85, 88]
E [85, 87]
E [85, 86]
E [85, 85]
E [85, 84]
E [85, 83]
E [85, 82]
E [85, 81]
E [85, 80]
E [85, 79]
E [85, 78]
E [85, 77]
E [85, 76]
E [85, 75]
E [85, 74]
E [85, 73]
E [85, 72]
E [85, 71]
E [85, 70]
E [85, 69]
E [85, 68]
E [85, 67]
E [85, 66]
E [85, 65]
E [85, 64]
E [85, 63]
E [85, 62]
E [85, 61]
E [85, 60]
E [85, 59]
E [85, 58]
E [85, 57]
E [85, 56]
E [85, 55]
E [85, 54]
E [85, 53]
E [85, 52]
E [85, 51]
E [85, 50]
E [85, 49]
E [85, 48]
E [85, 47]
E [85, 46]
E [85, 45]
E [85, 44]
E [85, 43]
E [85, 42]
E [85, 41]
E [85, 40]
E [85, 39]
E [85, 38]
E [85, 37]
E [85, 36]
E [85, 35]
E [85, 34]
E [85, 33]
E [85, 32]
E [85, 31]
E [85, 30]
E [85, 29]
E [85, 28]
E [85, 27]
E [85, 26]
E [85, 25]
E [85, 24]
E [85, 23]
E [85, 22]
E [85, 21]
E [85, 20]
E [85, 19]
E [85, 18]
E [85, 17]
E [85, 16]
E [85, 15]
E [85, 14]
E [85, 13]
E [85, 12]
E [85, 11]
E [85, 10]
E [85, 9]
E [85, 8]
E [85, 7]
E [85, 6]
E [85, 5]
E [85, 4]
E [85, 3]
E [85, 2]
C [84, 2]
D [84, 3]
D [84, 4]
D [84, 5]
D [84, 6]
D [84, 7]
D [84, 8]
D [84, 9]
D [84, 10]
D [84, 11]
D [84, 12]
D [84, 13]
D [84, 14]
D [84, 15]
D [84, 16]
D [84, 17]
D [84, 18]
